om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
741768,2023,07,07,2023-07-07,13:23:00,3,NY,36,0,50.0000,0,0,0,0,43.4559,-73.6511,43.4559,-73.6511,0,0,0,0,0,113,0,0,0,EG
741769,2023,07,07,2023-07-07,13:33:00,3,VA,51,0,52.0000,0,0,5000,0,38.2718,-77.0815,38.2718,-77.0815,0,0,0,0,0,99,0,0,0,EG
741770,2023,07,07,2023-07-07,13:35:00,3,VA,51,0,52.0000,0,0,5000,0,38.2718,-77.0527,38.2718,-77.0527,0,0,0,0,0,99,0,0,0,EG
741771,2023,07,07,2023-07-07,13:39:00,3,FL,12,0,50.0000,0,0,0,0,30.4800,-81.6800,30.4800,-81.6800,0,0,0,0,0,31,0,0,0,EG
741772,2023,07,07,2023-07-07,13:43:00,3,NY,36,0,50.0000,0,0,1000,0,42.2400,-75.8300,42.2400,-75.8300,0,0,0,0,0,7,0,0,0,EG
741773,2023,07,07,2023-07-07,13:53:00,3,NY,36,0,50.0000,0,0,0,0,43.4100,-73.5700,43.4100,-73.5700,0,0,0,0,0,115,0,0,0,EG
741774,2023,07,07,2023-07-07,14:12:00,3,NY,36,0,50.0000,0,0,1000,0,42.2270,-75.5275,42.2270,-75.5275,0,0,0,0,0,17,0,0,0,EG
741775,2023,07,07,2023-07-07,14:23:00,3,FL,12,0,50.0000,0,0,2000,0,30.2400,-84.2500,30.2400,-84.2500,0,0,0,0,0,129,0,0,0,EG
741776,2023,07,07,2023-07-07,14:27:00,3,NM,35,0,51.0000,0,0,0,0,34.3000,-103.8000,34.3000,-103.8000,0,0,0,0,0,41,0,0,0,MG
741777,2023,07,07,2023-07-07,14:35:00,3,TX,48,0,56.0000,0,0,0,0,36.0200,-102.5500,36.0200,-102.5500,0,0,0,0,0,205,0,0,0,MG
741778,2023,07,07,2023-07-07,14:36:00,3,FL,12,0,50.0000,0,0,2000,0,30.2300,-84.2200,30.2300,-84.2200,0,0,0,0,0,129,0,0,0,EG
741779,2023,07,07,2023-07-07,14:40:00,3,SC,45,0,55.0000,0,0,0,0,33.9702,-81.1361,33.9884,-81.1210,0,0,0,0,0,63,0,0,0,EG
741780,2023,07,07,2023-07-07,14:56:00,3,VA,51,0,52.0000,0,0,5000,0,38.4859,-78.2825,38.4859,-78.2825,0,0,0,0,0,113,0,0,0,EG
741781,2023,07,07,2023-07-07,15:03:00,3,FL,12,0,50.0000,0,0,0,0,30.3400,-84.0000,30.3400,-84.0000,0,0,0,0,0,65,0,0,0,EG
741782,2023,07,07,2023-07-07,15:09:00,3,VA,51,0,52.0000,0,0,2000,0,38.4517,-78.2508,38.4517,-78.2508,0,0,0,0,0,113,0,0,0,EG
741783,2023,07,07,2023-07-07,15:13:00,3,NC,37,0,50.0000,0,0,10000,0,36.1481,-78.1110,36.1481,-78.1110,0,0,0,0,0,69,0,0,0,EG
741784,2023,07,07,2023-07-07,15:16:00,3,FL,12,0,50.0000,0,0,0,0,30.3900,-83.5200,30.3900,-83.5200,0,0,0,0,0,79,0,0,0,EG
741785,2023,07,07,2023-07-07,15:20:00,3,GA,13,0,60.0000,0,0,0,0,32.3713,-81.6670,32.3713,-81.6670,0,0,0,0,0,31,0,0,0,EG
741786,2023,07,07,2023-07-07,15:28:00,3,NC,37,0,50.0000,0,0,5000,0,35.9008,-78.7375,35.9008,-78.7375,0,0,0,0,0,183,0,0,0,EG
741787,2023,07,07,2023-07-07,15:28:00,3,NM,35,0,57.0000,0,0,0,0,34.4200,-103.0700,34.4200,-103.0700,0,0,0,0,0,9,0,0,0,MG
741788,2023,07,07,2023-07-07,15:32:00,3,FL,12,0,50.0000,0,0,2000,0,30.2100,-83.2700,30.2100,-83.2700,0,0,0,0,0,67,0,0,0,EG
741789,2023,07,07,2023-07-07,15:32:00,3,PA,42,0,50.0000,0,0,2500,0,41.3300,-75.8100,41.3300,-75.8100,0,0,0,0,0,79,0,0,0,EG
741790,2023,07,07,2023-07-07,15:35:00,3,TX,48,0,56.0000,0,0,0,0,36.0200,-102.5500,36.0200,-102.5500,0,0,0,0,0,205,0,0,0,MG
741791,2023,07,07,2023-07-07,15:36:00,3,NC,37,0,50.0000,0,0,2000,0,35.9387,-78.1094,35.9387,-78.1094,0,0,0,0,0,127,0,0,0,EG
741792,2023,07,07,2023-07-07,15:36:00,3,NC,37,0,50.0000,0,0,2000,0,35.9387,-78.1094,35.9387,-78.1094,0,0,0,0,0,127,0,0,0,EG
741793,2023,07,07,2023-07-07,15:38:00,3,FL,12,0,50.0000,0,0,0,0,29.8500,-81.4900,29.8500,-81.4900,0,0,0,0,0,109,0,0,0,EG
741794,2023,07,07,2023-07-07,15:38:00,3,FL,12,0,50.0000,0,0,2000,0,30.1400,-83.6100,30.1400,-83.6100,0,0,0,0,0,123,0,0,0,EG
741795,2023,07,07,2023-07-07,15:39:00,3,NC,37,0,50.0000,0,0,5000,0,35.9512,-78.1041,35.9512,-78.1041,0,0,0,0,0,127,0,0,0,EG
741796,2023,07,07,2023-07-07,15:42:00,3,FL,12,0,50.0000,0,0,0,0,30.1300,-83.6500,30.1300,-83.6500,0,0,0,0,0,123,0,0,0,EG
741797,2023,07,07,2023-07-07,15:45:00,3,FL,12,0,50.0000,0,0,0,0,30.4600,-83.3100,30.4600,-83.3100,0,0,0,0,0,79,0,0,0,EG
741798,2023,07,07,2023-07-07,15:45:00,3,NC,37,0,50.0000,0,0,1000,0,36.2900,-76.5700,36.2900,-76.5700,0,0,0,0,0,41,0,0,0,EG
741799,2023,07,07,2023-07-07,15:45:00,3,NM,35,0,56.0000,0,0,0,0,33.6400,-103.3400,33.6400,-103.3400,0,0,0,0,0,41,0,0,0,EG
741800,2023,07,07,2023-07-07,15:50:00,3,VA,51,0,50.0000,0,0,1000,0,37.6200,-76.8800,37.6200,-76.8800,0,0,0,0,0,101,0,0,0,EG
741801,2023,07,07,2023-07-07,15:52:00,3,GA,13,0,50.0000,0,0,100000,0,34.1194,-83.5789,34.1194,-83.5789,0,0,0,0,0,157,0,0,0,EG
741802,2023,07,07,2023-07-07,15:53:00,3,PA,42,0,50.0000,0,0,1000,0,41.2595,-75.7528,41.2595,-75.7528,0,0,0,0,0,79,0,0,0,EG
741803,2023,07,07,2023-07-07,15:54:00,3,SC,45,0,50.0000,0,0,0,0,34.2200,-80.8900,34.2200,-80.8900,0,0,0,0,0,79,0,0,0,EG
741804,2023,07,07,2023-07-07,15:55:00,3,TX,48,0,58.0000,0,0,0,0,34.6505,-102.7051,34.6505,-102.7051,0,0,0,0,0,369,0,0,0,MG
741805,2023,07,07,2023-07-07,16:09:00,3,VA,51,0,52.0000,0,0,1000,0,38.1546,-78.3119,38.1546,-78.3119,0,0,0,0,0,3,0,0,0,EG
741806,2023,07,07,2023-07-07,16:10:00,3,FL,12,0,40.0000,0,0,200,0,29.4700,-81.6400,29.4700,-81.6400,0,0,0,0,0,107,0,0,0,EG
741807,2023,07,07,2023-07-07,16:10:00,3,NM,35,0,58.0000,0,0,0,0,34.4800,-105.0800,34.4800,-105.0800,0,0,0,0,0,19,0,0,0,MG
741808,2023,07,07,2023-07-07,16:15:00,3,SC,45,0,50.0000,0,0,0,0,34.1800,-79.3900,34.1800,-79.3900,0,0,0,0,0,67,0,0,0,EG
741809,2023,07,07,2023-07-07,16:20:00,3,PA,42,0,50.0000,0,0,3000,0,41.5900,-75.3600,41.5900,-75.3600,0,0,0,0,0,127,0,0,0,EG
741810,2023,07,07,2023-07-07,16:25:00,3,TX,48,0,58.0000,0,0,0,0,34.5705,-102.2952,34.5705,-102.2952,0,0,0,0,0,69,0,0,0,MG
741811,2023,07,07,2023-07-07,16:32:00,3,NC,37,0,50.0000,0,0,0,0,35.6080,-78.4697,35.6080,-78.4697,0,0,0,0,0,101,0,0,0,EG
741812,2023,07,07,2023-07-07,16:35:00,3,TX,48,0,54.0000,0,0,0,0,34.0302,-102.4077,34.0302,-102.4077,0,0,0,0,0,279,0,0,0,MG
741813,2023,07,07,2023-07-07,16:38:00,3,TX,48,0,53.0000,0,0,0,0,36.1400,-101.7800,36.1400,-101.7800,0,0,0,0,0,421,0,0,0,MG
741814,2023,07,07,2023-07-07,16:39:00,3,NC,37,0,50.0000,0,0,5000,0,35.4403,-77.9802,35.4403,-77.9802,0,0,0,0,0,191,0,0,0,EG
741815,2023,07,07,2023-07-07,16:45:00,3,VA,51,0,50.0000,0,0,2000,0,38.0100,-78.2100,38.0100,-78.2100,0,0,0,0,0,109,0,0,0,EG
741816,2023,07,07,2023-07-07,16:47:00,3,TX,48,0,50.0000,0,0,0,0,34.0932,-102.1300,34.0932,-102.1300,0,0,0,0,0,279,0,0,0,MG
741817,2023,07,07,2023-07-07,16:49:00,3,TX,48,0,50.0000,0,0,0,0,35.5300,-102.2700,35.5300,-102.2700,0,0,0,0,0,359,0,0,0,MG
741818,2023,07,07,2023-07-07,16:49:00,3,PA,42,0,52.0000,0,0,4000,0,40.5000,-76.8500,40.5000,-76.8500,0,0,0,0,0,43,0,0,0,EG
741819,2023,07,07,2023-07-07,16:50:00,3,NC,37,0,50.0000,0,0,5000,0,35.3968,-78.5177,35.3968,-78.5177,0,0,0,0,0,101,0,0,0,EG
741820,2023,07,07,2023-07-07,16:55:00,3,NC,37,0,50.0000,0,0,0,0,35.3357,-78.0481,35.3357,-78.0481,0,0,0,0,0,191,0,0,0,EG
741821,2023,07,07,2023-07-07,16:57:00,3,TX,48,0,51.0000,0,0,0,0,34.4234,-102.1200,34.4234,-102.1200,0,0,0,0,0,69,0,0,0,MG
741822,2023,07,07,2023-07-07,16:57:00,3,NC,37,0,50.0000,0,0,0,0,35.3898,-78.5392,35.3898,-78.5392,0,0,0,0,0,101,0,0,0,EG
741823,2023,07,07,2023-07-07,17:04:00,3,TX,48,0,60.0000,0,0,0,0,35.8400,-101.4500,35.8400,-101.4500,0,0,0,0,0,233,0,0,0,MG
741824,2023,07,07,2023-07-07,17:05:00,3,NC,37,0,50.0000,0,0,5000,0,35.5710,-78.7713,35.5710,-78.7713,0,0,0,0,0,183,0,0,0,EG
741825,2023,07,07,2023-07-07,17:09:00,3,NC,37,0,50.0000,0,0,0,0,35.3344,-77.9583,35.3344,-77.9583,0,0,0,0,0,191,0,0,0,EG
741826,2023,07,07,2023-07-07,17:10:00,3,TX,48,0,70.0000,0,0,10000,0,35.6400,-101.6000,35.6400,-101.6000,0,0,0,0,0,233,0,0,0,EG
741827,2023,07,07,2023-07-07,17:10:00,3,TX,48,0,64.0000,0,0,0,0,35.4200,-101.9300,35.4200,-101.9300,0,0,0,0,0,375,0,0,0,MG
741828,2023,07,07,2023-07-07,17:11:00,3,TX,48,0,65.0000,0,0,0,0,35.6800,-101.3900,35.6800,-101.3900,0,0,0,0,0,233,0,0,0,EG
741829,2023,07,07,2023-07-07,17:11:00,3,TX,48,0,56.0000,0,0,0,0,35.6700,-101.2800,35.6700,-101.2800,0,0,0,0,0,233,0,0,0,MG
741830,2023,07,07,2023-07-07,17:13:00,3,TX,48,0,65.0000,0,0,0,0,35.7000,-101.3900,35.7000,-101.3900,0,0,0,0,0,233,0,0,0,MG
741831,2023,07,07,2023-07-07,17:13:00,3,TX,48,0,50.0000,0,0,0,0,34.5411,-101.7375,34.5411,-101.7375,0,0,0,0,0,437,0,0,0,MG
741832,2023,07,07,2023-07-07,17:15:00,3,TX,48,0,65.0000,0,0,0,0,35.2100,-101.8800,35.2100,-101.8800,0,0,0,0,0,375,0,0,0,EG
741833,2023,07,07,2023-07-07,17:18:00,3,TX,48,0,58.0000,0,0,0,0,35.3400,-101.8100,35.3400,-101.8100,0,0,0,0,0,375,0,0,0,MG
741834,2023,07,07,2023-07-07,17:25:00,3,NC,37,0,50.0000,0,0,0,0,34.5500,-78.5000,34.5500,-78.5000,0,0,0,0,0,17,0,0,0,EG
741835,2023,07,07,2023-07-07,17:26:00,3,TX,48,0,56.0000,0,0,0,0,33.7398,-102.2100,33.7398,-102.2100,0,0,0,0,0,219,0,0,0,MG
741836,2023,07,07,2023-07-07,17:30:00,3,VA,51,0,50.0000,0,0,2000,0,37.7400,-78.2500,37.7400,-78.2500,0,0,0,0,0,65,0,0,0,EG
741837,2023,07,07,2023-07-07,17:30:00,3,VA,51,0,50.0000,0,0,2000,0,37.6600,-78.1200,37.6600,-78.1200,0,0,0,0,0,49,0,0,0,EG
741838,2023,07,07,2023-07-07,17:34:00,3,VA,51,0,60.0000,0,0,15000,0,37.6976,-78.3169,37.4200,-78.4100,0,0,0,0,0,29,0,0,0,EG
741839,2023,07,07,2023-07-07,17:35:00,3,TX,48,0,52.0000,0,0,0,0,36.2200,-101.1900,36.2200,-101.1900,0,0,0,0,0,195,0,0,0,MG
741840,2023,07,07,2023-07-07,17:36:00,3,NC,37,0,50.0000,0,0,0,0,35.2504,-78.0396,35.2504,-78.0396,0,0,0,0,0,191,0,0,0,EG
741841,2023,07,07,2023-07-07,17:39:00,3,TX,48,0,56.0000,0,0,0,0,35.2800,-101.6200,35.2800,-101.6200,0,0,0,0,0,65,0,0,0,MG
741842,2023,07,07,2023-07-07,17:40:00,3,TX,48,0,65.0000,0,0,0,0,35.3000,-101.5400,35.3000,-101.5400,0,0,0,0,0,65,0,0,0,MG
741843,2023,07,07,2023-07-07,17:40:00,3,TX,48,0,53.0000,0,0,0,0,33.8577,-101.7695,33.8577,-101.7695,0,0,0,0,0,189,0,0,0,MG
741844,2023,07,07,2023-07-07,17:40:00,3,TX,48,0,53.0000,0,0,0,0,35.5400,-100.9300,35.5400,-100.9300,0,0,0,0,0,179,0,0,0,MG
741845,2023,07,07,2023-07-07,17:54:00,3,TX,48,0,56.0000,0,0,0,0,33.5221,-102.3700,33.5500,-102.3700,0,0,0,0,0,219,0,0,0,MG
741846,2023,07,07,2023-07-07,18:02:00,3,AR,05,0,35.0000,0,0,20000,0,34.5700,-93.4400,34.5700,-93.4400,0,0,0,0,0,97,0,0,0,EG
741847,2023,07,07,2023-07-07,18:09:00,3,TX,48,0,52.0000,0,0,0,0,33.4409,-102.0177,33.4409,-102.0177,0,0,0,0,0,303,0,0,0,EG
741848,2023,07,07,2023-07-07,18:09:00,3,NC,37,0,50.0000,0,0,5000,0,35.0700,-78.2899,35.0700,-78.2899,0,0,0,0,0,163,0,0,0,EG
741849,2023,07,07,2023-07-07,18:10:00,3,TX,48,0,52.0000,0,0,0,0,35.2300,-100.9000,35.2300,-100.9000,0,0,0,0,0,179,0,0,0,MG
741850,2023,07,07,2023-07-07,18:11:00,3,TX,48,0,52.0000,0,0,0,0,35.0300,-101.1900,35.0300,-101.1900,0,0,0,0,0,11,0,0,0,MG
741851,2023,07,07,2023-07-07,18:16:00,3,NC,37,0,50.0000,0,0,0,0,34.7700,-78.0100,34.7700,-78.0100,0,0,0,0,0,61,0,0,0,EG
741852,2023,07,07,2023-07-07,18:22:00,3,TX,48,0,57.0000,0,0,0,0,35.7100,-100.4600,35.7100,-100.4600,0,0,0,0,0,211,0,0,0,MG
741853,2023,07,07,2023-07-07,18:22:00,3,VA,51,0,50.0000,0,0,3000,0,37.4300,-78.3400,37.4300,-78.3400,0,0,0,0,0,49,0,0,0,EG
741854,2023,07,07,2023-07-07,18:27:00,3,TX,48,0,83.0000,0,0,0,0,36.2200,-100.4100,36.2200,-100.4100,0,0,0,0,0,295,0,0,0,MG
741855,2023,07,07,2023-07-07,18:57:00,3,OK,40,0,70.0000,0,0,20000,0,36.2800,-99.8800,36.2800,-99.8800,0,0,0,0,0,45,0,0,0,EG
741856,2023,07,07,2023-07-07,19:06:00,3,TX,48,0,52.0000,0,0,0,0,35.2400,-100.5700,35.2400,-100.5700,0,0,0,0,0,179,0,0,0,MG
741857,2023,07,07,2023-07-07,19:10:00,3,TX,48,0,70.0000,0,0,0,0,34.8500,-100.2100,34.8500,-100.2100,0,0,0,0,0,87,0,0,0,EG
741858,2023,07,07,2023-07-07,19:16:00,3,TX,48,0,66.0000,0,0,0,0,34.7900,-100.1500,34.7900,-100.1500,0,0,0,0,0,87,0,0,0,MG
741859,2023,07,07,2023-07-07,19:18:00,3,MO,29,0,61.0000,0,0,250000,0,37.2047,-93.3691,37.1300,-93.2400,0,0,0,0,0,77,0,0,0,EG
741860,2023,07,07,2023-07-07,19:24:00,3,TX,48,0,51.0000,0,0,0,0,33.1902,-101.3678,33.1902,-101.3678,0,0,0,0,0,169,0,0,0,MG
741861,2023,07,07,2023-07-07,19:45:00,3,OK,40,0,59.0000,0,0,0,0,35.3335,-99.3939,35.3335,-99.3939,0,0,0,0,0,9,0,0,0,MG
741862,2023,07,07,2023-07-07,19:50:00,3,OK,40,0,56.0000,0,0,0,0,35.4100,-99.4000,35.4100,-99.4000,0,0,0,0,0,9,0,0,0,EG
741863,2023,07,07,2023-07-07,19:50:00,3,OK,40,0,56.0000,0,0,0,0,36.0286,-99.3465,36.0286,-99.3465,0,0,0,0,0,43,0,0,0,MG
741864,2023,07,07,2023-07-07,19:50:00,3,OK,40,0,64.0000,0,0,0,0,35.4308,-99.3943,35.4308,-99.3943,0,0,0,0,0,9,0,0,0,MG
741865,2023,07,07,2023-07-07,19:50:00,3,OK,40,0,78.0000,0,0,50000,0,35.5300,-99.2000,35.5300,-99.2000,0,0,0,0,0,39,0,0,0,EG
741866,2023,07,07,2023-07-07,19:55:00,3,OK,40,0,52.0000,0,0,0,0,36.4232,-99.4168,36.4232,-99.4168,0,0,0,0,0,153,0,0,0,MG
741867,2023,07,07,2023-07-07,20:15:00,3,OK,40,0,61.0000,0,0,20000,0,35.5100,-98.9700,35.5100,-98.9700,0,0,0,0,0,39,0,0,0,EG
741868,2023,07,07,2023-07-07,20:17:00,3,OK,40,0,61.0000,0,0,20000,0,35.5160,-98.9655,35.5160,-98.9655,0,0,0,0,0,39,0,0,0,EG
741869,2023,07,07,2023-07-07,20:25:00,3,MO,29,0,56.0000,0,0,0,0,37.2500,-90.9800,37.2316,-90.9585,0,0,0,0,0,179,0,0,0,EG
741870,2023,07,07,2023-07-07,20:26:00,3,OK,40,0,60.0000,0,0,0,0,34.6500,-99.2666,34.6500,-99.2666,0,0,0,0,0,65,0,0,0,MG
741871,2023,07,07,2023-07-07,21:20:00,3,MO,29,0,52.0000,0,0,2000,0,37.0579,-91.0200,37.0000,-91.0019,0,0,0,0,0,35,0,0,0,EG
741872,2023,07,07,2023-07-07,21:47:00,3,TX,48,0,57.0000,0,0,0,0,33.4033,-102.6083,33.4033,-102.6083,0,0,0,0,0,79,0,0,0,MG
741873,2023,07,07,2023-07-07,22:42:00,3,TX,48,0,56.0000,0,0,0,0,33.4198,-102.0598,33.5391,-101.8009,0,0,0,0,0,303,0,0,0,MG
741874,2023,07,07,2023-07-07,23:00:00,3,AK,02,0,52.0000,0,0,0,0,66.6500,-143.7300,66.6546,-143.7220,0,0,0,0,0,220,0,0,0,EG
741875,2023,07,08,2023-07-08,00:20:00,3,MO,29,0,56.0000,0,0,5000,0,36.6733,-91.1062,36.6733,-91.1062,0,0,0,0,0,181,0,0,0,EG
741876,2023,07,08,2023-07-08,07:45:00,3,IN,18,0,50.0000,0,0,25000,0,39.6200,-85.4500,39.6200,-85.4500,0,0,0,0,0,139,0,0,0,EG
741877,2023,07,08,2023-07-08,08:38:00,3,OK,40,0,56.0000,0,0,2000,0,34.8300,-94.6200,34.8033,-94.6335,0,0,0,0,0,79,0,0,0,EG
741878,2023,07,08,2023-07-08,11:26:00,3,NC,37,0,50.0000,0,0,0,0,35.2100,-80.8100,35.2100,-80.8100,0,0,0,0,0,119,0,0,0,EG
741879,2023,07,08,2023-07-08,11:52:00,3,MS,28,0,50.0000,0,0,2000,0,34.9301,-90.0430,34.9301,-90.0430,0,0,0,0,0,33,0,0,0,EG
741880,2023,07,08,2023-07-08,12:20:00,3,AL,01,0,50.0000,0,0,0,0,32.6600,-86.5300,32.6600,-86.5300,0,0,0,0,0,1,0,0,0,EG
741881,2023,07,08,2023-07-08,12:57:00,3,AL,01,0,50.0000,0,0,0,0,32.5200,-86.2100,32.5200,-86.2100,0,0,0,0,0,51,0,0,0,EG
741882,2023,07,08,2023-07-08,13:13:00,3,NE,31,0,52.0000,0,0,0,0,41.9636,-103.6179,41.9636,-103.6179,0,0,0,0,0,157,0,0,0,EG
741883,2023,07,08,2023-07-08,13:28:00,3,SC,45,0,50.0000,0,0,0,0,33.6200,-81.0600,33.6200,-81.0600,0,0,0,0,0,75,0,0,0,EG
741884,2023,07,08,2023-07-08,13:42:00,3,SC,45,0,39.0000,0,0,100,100,33.6100,-81.0814,33.6100,-81.0814,0,0,0,0,0,75,0,0,0,MG
741885,2023,07,08,2023-07-08,14:20:00,3,TN,47,0,52.0000,0,0,0,0,36.5000,-86.8400,36.5000,-86.8400,0,0,0,0,0,147,0,0,0,EG
741886,2023,07,08,2023-07-08,14:30:00,3,VA,51,0,50.0000,0,0,2000,0,37.1600,-76.8600,37.1600,-76.8600,0,0,0,0,0,181,0,0,0,EG
741887,2023,07,08,2023-07-08,14:35:00,3,TN,47,0,52.0000,0,0,0,0,36.1400,-87.2100,36.1400,-87.2100,0,0,0,0,0,43,0,0,0,EG
741888,2023,07,08,2023-07-08,14:40:00,3,VA,51,0,50.0000,0,0,3000,0,37.0800,-76.7000,37.0800,-76.7000,0,0,0,0,0,181,0,0,0,EG
741889,2023,07,08,2023-07-08,14:45:00,3,VA,51,0,50.0000,0,0,1000,0,37.1400,-76.7900,37.1400,-76.7900,0,0,0,0,0,181,0,0,0,EG
741890,2023,07,08,2023-07-08,14:50:00,3,TN,47,0,52.0000,0,0,15000,0,36.4283,-86.8011,36.4283,-86.8011,0,0,0,0,0,147,0,0,0,EG
741891,2023,07,08,2023-07-08,15:30:00,3,CO,08,0,70.0000,0,0,10,10,40.2900,-102.2400,40.2900,-102.2400,0,0,0,0,0,125,0,0,0,EG
741892,2023,07,08,2023-07-08,15:35:00,3,AL,01,0,50.0000,0,0,0,0,31.2200,-86.1100,31.2200,-86.1100,0,0,0,0,0,31,0,0,0,EG
741893,2023,07,08,2023-07-08,15:42:00,3,AL,01,0,50.0000,0,0,0,0,31.5100,-85.6500,31.5100,-85.6500,0,0,0,0,0,45,0,0,0,EG
741894,2023,07,08,2023-07-08,15:48:00,3,TN,47,0,50.0000,2,0,15000,0,35.5700,-87.0800,35.5700,-87.0800,0,0,0,0,0,119,0,0,0,EG
741895,2023,07,08,2023-07-08,15:50:00,3,AL,01,0,50.0000,0,0,0,0,31.1700,-85.8900,31.1700,-85.8900,0,0,0,0,0,61,0,0,0,EG
741896,2023,07,08,2023-07-08,15:50:00,3,NE,31,0,55.0000,0,0,0,0,41.1500,-102.7746,41.1500,-102.7746,0,0,0,0,0,33,0,0,0,MG
741897,2023,07,08,2023-07-08,15:52:00,3,NE,31,0,52.0000,0,0,0,0,41.1943,-102.8379,41.1943,-102.8379,0,0,0,0,0,33,0,0,0,EG
741898,2023,07,08,2023-07-08,15:55:00,3,CO,08,0,48.0000,0,0,10,10,40.0800,-102.2100,40.0800,-102.2100,0,0,0,0,0,125,0,0,0,EG
741899,2023,07,08,2023-07-08,16:08:00,3,AL,01,0,50.0000,0,0,0,0,31.3300,-85.6000,31.3300,-85.6000,0,0,0,0,0,45,0,0,0,EG
741900,2023,07,08,2023-07-08,16:10:00,3,KS,20,0,61.0000,0,0,0,0,39.9200,-101.9100,39.9200,-101.9100,0,0,0,0,0,23,0,0,0,EG
741901,2023,07,08,2023-07-08,16:25:00,3,AL,01,0,50.0000,0,0,0,0,31.0300,-85.4700,31.0300,-85.4700,0,0,0,0,0,69,0,0,0,EG
741902,2023,07,08,2023-07-08,16:27:00,3,AL,01,0,50.0000,0,0,0,0,31.1300,-85.4400,31.1300,-85.4400,0,0,0,0,0,69,0,0,0,EG
741903,2023,07,08,2023-07-08,16:29:00,3,AL,01,0,50.0000,0,0,0,0,31.0700,-85.4700,31.0700,-85.4700,0,0,0,0,0,69,0,0,0,EG
741904,2023,07,08,2023-07-08,16:40:00,3,AL,01,0,50.0000,0,0,0,0,31.0800,-85.3900,31.0800,-85.3900,0,0,0,0,0,69,0,0,0,EG
741905,2023,07,08,2023-07-08,16:40:00,3,KS,20,0,52.0000,0,0,0,0,39.7900,-101.8200,39.7900,-101.8200,0,0,0,0,0,23,0,0,0,EG
741906,2023,07,08,2023-07-08,16:44:00,3,AL,01,0,50.0000,0,0,0,0,31.0700,-85.3100,31.0700,-85.3100,0,0,0,0,0,69,0,0,0,EG
741907,2023,07,08,2023-07-08,16:45:00,3,KS,20,0,52.0000,0,0,0,0,39.7700,-101.8000,39.7700,-101.8000,0,0,0,0,0,23,0,0,0,EG
741908,2023,07,08,2023-07-08,16:45:00,3,AL,01,0,50.0000,0,0,0,0,31.0500,-85.3000,31.0500,-85.3000,0,0,0,0,0,69,0,0,0,EG
741909,2023,07,08,2023-07-08,16:45:00,3,KS,20,0,52.0000,0,0,0,0,39.7700,-101.8000,39.7700,-101.8000,0,0,0,0,0,23,0,0,0,EG
741910,2023,07,08,2023-07-08,16:45:00,3,KS,20,0,87.0000,0,0,0,0,39.7700,-101.8000,39.7700,-101.8000,0,0,0,0,0,23,0,0,0,EG
741911,2023,07,08,2023-07-08,16:45:00,3,KS,20,0,54.0000,0,0,0,0,39.7600,-101.8000,39.7600,-101.8000,0,0,0,0,0,23,0,0,0,MG
741912,2023,07,08,2023-07-08,16:45:00,3,AL,01,0,50.0000,0,0,0,0,31.1400,-85.2500,31.1400,-85.2500,0,0,0,0,0,69,0,0,0,EG
741913,2023,07,08,2023-07-08,16:45:00,3,KS,20,0,52.0000,0,0,0,0,39.7700,-101.8000,39.7700,-101.8000,0,0,0,0,0,23,0,0,0,EG
741914,2023,07,08,2023-07-08,16:53:00,3,VA,51,0,52.0000,0,0,3000,0,38.4478,-78.2670,38.4478,-78.2670,0,0,0,0,0,113,0,0,0,EG
741915,2023,07,08,2023-07-08,16:56:00,3,AL,01,0,50.0000,0,0,0,0,31.1500,-85.1800,31.1500,-85.1800,0,0,0,0,0,69,0,0,0,EG
741916,2023,07,08,2023-07-08,17:00:00,3,KY,21,0,51.0000,0,0,0,0,38.2304,-85.7612,38.2304,-85.7612,0,0,0,0,0,111,0,0,0,EG
741917,2023,07,08,2023-07-08,17:05:00,3,CO,08,0,61.0000,0,0,0,0,40.6600,-102.6300,40.6600,-102.6300,0,0,0,0,0,95,0,0,0,MG
741918,2023,07,08,2023-07-08,17:10:00,3,KY,21,0,51.0000,0,0,0,0,38.4064,-85.3859,38.4064,-85.3859,0,0,0,0,0,185,0,0,0,EG
741919,2023,07,08,2023-07-08,17:26:00,3,SC,45,0,50.0000,0,0,0,0,34.4200,-80.8900,34.4200,-80.8900,0,0,0,0,0,39,0,0,0,EG
741920,2023,07,08,2023-07-08,17:35:00,3,SC,45,0,50.0000,0,0,0,0,34.1100,-81.4400,34.1100,-81.4400,0,0,0,0,0,71,0,0,0,EG
741921,2023,07,08,2023-07-08,17:36:00,3,SC,45,0,55.0000,0,0,0,0,34.1013,-81.4313,34.1013,-81.4313,0,0,0,0,0,71,0,0,0,EG
741922,2023,07,08,2023-07-08,17:40:00,3,KS,20,0,52.0000,0,0,0,0,39.3400,-101.7100,39.3400,-101.7100,0,0,0,0,0,181,0,0,0,EG
741923,2023,07,08,2023-07-08,17:45:00,3,SC,45,0,50.0000,0,0,0,0,34.3000,-80.9600,34.2600,-80.9600,0,0,0,0,0,39,0,0,0,EG
741924,2023,07,08,2023-07-08,17:54:00,3,FL,12,0,50.0000,0,0,2000,0,30.6700,-84.6900,30.6700,-84.6900,0,0,0,0,0,39,0,0,0,EG
